MovieID,List Index,Title,Genres
998,985,Set It Off (1996),Action|Crime
999,986,2 Days in the Valley (1996),Crime
1000,987,Curdled (1996),Crime
1001,988,"Associate, The (L'Associe)(1982)",Comedy
1002,989,Ed's Next Move (1996),Comedy
1003,990,Extreme Measures (1996),Drama|Thriller
1004,991,"Glimmer Man, The (1996)",Action|Thriller
1005,992,D3: The Mighty Ducks (1996),Children's|Comedy
1006,993,"Chamber, The (1996)",Drama
1007,994,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
1008,995,"Davy Crockett, King of the Wild Frontier (1955)",Western
1009,996,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
1010,997,"Love Bug, The (1969)",Children's|Comedy
1011,998,Herbie Rides Again (1974),Adventure|Children's|Comedy
1012,999,Old Yeller (1957),Children's|Drama
1013,1000,"Parent Trap, The (1961)",Children's|Drama
1014,1001,Pollyanna (1960),Children's|Comedy|Drama
1015,1002,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1016,1003,"Shaggy Dog, The (1959)",Children's|Comedy
1017,1004,Swiss Family Robinson (1960),Adventure|Children's
1018,1005,That Darn Cat! (1965),Children's|Comedy|Mystery
1019,1006,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1020,1007,Cool Runnings (1993),Comedy
1021,1008,Angels in the Outfield (1994),Children's|Comedy
1022,1009,Cinderella (1950),Animation|Children's|Musical
1023,1010,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1024,1011,"Three Caballeros, The (1945)",Animation|Children's|Musical
1025,1012,"Sword in the Stone, The (1963)",Animation|Children's
1026,1013,So Dear to My Heart (1949),Children's|Drama
1027,1014,Robin Hood: Prince of Thieves (1991),Drama
1028,1015,Mary Poppins (1964),Children's|Comedy|Musical
1029,1016,Dumbo (1941),Animation|Children's|Musical
1030,1017,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
1031,1018,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
1032,1019,Alice in Wonderland (1951),Animation|Children's|Musical
1033,1020,"Fox and the Hound, The (1981)",Animation|Children's
1034,1021,Freeway (1996),Crime
1035,1022,"Sound of Music, The (1965)",Musical
1036,1023,Die Hard (1988),Action|Thriller
1037,1024,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
1038,1025,Unhook the Stars (1996),Drama
1039,1026,Synthetic Pleasures (1995),Documentary
1040,1027,"Secret Agent, The (1996)",Drama
1041,1028,Secrets & Lies (1996),Drama
1042,1029,That Thing You Do! (1996),Comedy
1043,1030,To Gillian on Her 37th Birthday (1996),Drama|Romance
1044,1031,Surviving Picasso (1996),Drama
1045,1032,Love Is All There Is (1996),Comedy|Drama
1046,1033,Beautiful Thing (1996),Drama|Romance
1047,1034,"Long Kiss Goodnight, The (1996)",Action|Thriller
1049,1035,"Ghost and the Darkness, The (1996)",Action|Adventure
1050,1036,Looking for Richard (1996),Documentary|Drama
1051,1037,Trees Lounge (1996),Drama
1052,1038,"Proprietor, The (1996)",Drama
1053,1039,Normal Life (1996),Crime|Drama
1054,1040,Get on the Bus (1996),Drama
1055,1041,Shadow Conspiracy (1997),Thriller
1056,1042,Jude (1996),Drama
1057,1043,Everyone Says I Love You (1996),Comedy|Musical|Romance
1058,1044,Bitter Sugar (Azucar Amargo) (1996),Drama
1059,1045,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
1060,1046,Swingers (1996),Comedy|Drama
1061,1047,Sleepers (1996),Crime|Drama
1062,1048,"Sunchaser, The (1996)",Drama
1063,1049,Johns (1996),Drama
1064,1050,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
1065,1051,"Woman in Question, The (1950)",Mystery
1066,1052,Shall We Dance? (1937),Comedy|Musical|Romance
1067,1053,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
1068,1054,Crossfire (1947),Crime|Film-Noir
1069,1055,"Murder, My Sweet (1944)",Film-Noir|Thriller
1070,1056,Macao (1952),Adventure
1071,1057,For the Moment (1994),Romance|War
1073,1058,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
1075,1059,"Sexual Life of the Belgians, The (1994)",Comedy
1076,1060,"Innocents, The (1961)",Thriller
1077,1061,Sleeper (1973),Comedy|Sci-Fi
1078,1062,Bananas (1971),Comedy|War
1079,1063,"Fish Called Wanda, A (1988)",Comedy
1080,1064,Monty Python's Life of Brian (1979),Comedy
1081,1065,Victor/Victoria (1982),Comedy|Musical
1082,1066,"Candidate, The (1972)",Drama
1083,1067,"Great Race, The (1965)",Comedy|Musical
1084,1068,Bonnie and Clyde (1967),Crime|Drama
1085,1069,"Old Man and the Sea, The (1958)",Adventure|Drama
1086,1070,Dial M for Murder (1954),Mystery|Thriller
1087,1071,Madame Butterfly (1995),Musical
1088,1072,Dirty Dancing (1987),Musical|Romance
1089,1073,Reservoir Dogs (1992),Crime|Thriller
1090,1074,Platoon (1986),Drama|War
1091,1075,Weekend at Bernie's (1989),Comedy
1092,1076,Basic Instinct (1992),Mystery|Thriller
1093,1077,"Doors, The (1991)",Drama|Musical
1094,1078,"Crying Game, The (1992)",Drama|Romance|War
1095,1079,Glengarry Glen Ross (1992),Drama
1096,1080,Sophie's Choice (1982),Drama
1097,1081,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1098,1082,"Search for One-eye Jimmy, The (1996)",Comedy
1099,1083,"Christmas Carol, A (1938)",Drama
1100,1084,Days of Thunder (1990),Action|Romance
1101,1085,Top Gun (1986),Action|Romance
1102,1086,American Strays (1996),Action
1103,1087,Rebel Without a Cause (1955),Drama
1104,1088,"Streetcar Named Desire, A (1951)",Drama
1105,1089,Children of the Corn IV: The Gathering (1996),Horror
1106,1090,"Leopard Son, The (1996)",Documentary
1107,1091,Loser (1991),Comedy
1108,1092,Prerokbe Ognja (1995),Documentary
1109,1093,Charm's Incidents (1996),Drama
1110,1094,Bird of Prey (1996),Action
1111,1095,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1112,1096,Palookaville (1996),Action|Drama
1113,1097,"Associate, The (1996)",Comedy
1114,1098,"Funeral, The (1996)",Drama
1115,1099,Sleepover (1995),Comedy|Drama
1116,1100,"Single Girl, A (La Fille Seule) (1995)",Drama
1117,1101,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
1118,1102,Tashunga (1995),Adventure|Western
1119,1103,Drunks (1997),Drama
1120,1104,"People vs. Larry Flynt, The (1996)",Drama
1121,1105,Glory Daze (1996),Drama
1122,1106,Plutonium Circus (1995),Documentary
1123,1107,"Perfect Candidate, A (1996)",Documentary
1124,1108,On Golden Pond (1981),Drama
1125,1109,"Return of the Pink Panther, The (1974)",Comedy
1126,1110,Drop Dead Fred (1991),Comedy|Fantasy
1127,1111,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1128,1112,"Fog, The (1980)",Horror
1129,1113,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1130,1114,"Howling, The (1980)",Horror
1131,1115,Jean de Florette (1986),Drama
1132,1116,Manon of the Spring (Manon des sources) (1986),Drama
1133,1117,Talking About Sex (1994),Comedy|Drama
1134,1118,Johnny 100 Pesos (1993),Action|Drama
1135,1119,Private Benjamin (1980),Comedy
1136,1120,Monty Python and the Holy Grail (1974),Comedy
1137,1121,Hustler White (1996),Romance
1138,1122,Dadetown (1995),Documentary
1139,1123,Everything Relative (1996),Drama
1140,1124,Entertaining Angels: The Dorothy Day Story (1996),Drama
1141,1125,Hoogste tijd (1995),Drama
1142,1126,Get Over It (1996),Drama
1143,1127,Three Lives and Only One Death (1996),Comedy
1144,1128,"Line King: Al Hirschfeld, The (1996)",Documentary
1145,1129,Snowriders (1996),Documentary
1146,1130,Curtis's Charm (1995),Comedy|Drama
1147,1131,When We Were Kings (1996),Documentary
1148,1132,"Wrong Trousers, The (1993)",Animation|Comedy
1149,1133,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
1150,1134,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1151,1135,Faust (1994),Animation|Comedy|Thriller
1152,1136,He Walked by Night (1948),Crime|Film-Noir|Thriller
1153,1137,Raw Deal (1948),Film-Noir
1154,1138,T-Men (1947),Film-Noir
1155,1139,"Invitation, The (Zaproszenie) (1986)",Drama
1156,1140,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
1157,1141,"Symphonie pastorale, La (1946)",Drama
1158,1142,Here Comes Cookie (1935),Comedy
1159,1143,Love in Bloom (1935),Romance
1160,1144,Six of a Kind (1934),Comedy
1161,1145,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1162,1146,"Ruling Class, The (1972)",Comedy
1163,1147,Mina Tannenbaum (1994),Drama
1164,1148,Two or Three Things I Know About Her (1966),Drama
1165,1149,"Bloody Child, The (1996)",Drama|Thriller
1166,1150,Farmer & Chase (1995),Comedy
1167,1151,Dear God (1996),Comedy
1168,1152,Bad Moon (1996),Horror
1169,1153,American Dream (1990),Documentary
1170,1154,Best of the Best 3: No Turning Back (1995),Action
1171,1155,Bob Roberts (1992),Comedy
1172,1156,Cinema Paradiso (1988),Comedy|Drama|Romance
1173,1157,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1174,1158,Grosse Fatigue (1994),Comedy
1175,1159,Delicatessen (1991),Comedy|Sci-Fi
1176,1160,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1177,1161,Enchanted April (1991),Drama
1178,1162,Paths of Glory (1957),Drama|War
1179,1163,"Grifters, The (1990)",Crime|Drama|Film-Noir
1180,1164,Hear My Song (1991),Comedy
1181,1165,"Shooter, The (1995)",Action
1183,1166,"English Patient, The (1996)",Drama|Romance|War
1184,1167,Mediterraneo (1991),Comedy|War
1185,1168,My Left Foot (1989),Drama
1186,1169,"Sex, Lies, and Videotape (1989)",Drama
1187,1170,Passion Fish (1992),Drama
1188,1171,Strictly Ballroom (1992),Comedy|Romance
1189,1172,"Thin Blue Line, The (1988)",Documentary
1190,1173,Tie Me Up! Tie Me Down! (1990),Drama
1191,1174,Madonna: Truth or Dare (1991),Documentary
1192,1175,Paris Is Burning (1990),Documentary
1193,1176,One Flew Over the Cuckoo's Nest (1975),Drama
1194,1177,Up in Smoke (1978),Comedy
1196,1178,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1197,1179,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
1198,1180,Raiders of the Lost Ark (1981),Action|Adventure
1199,1181,Brazil (1985),Sci-Fi
1200,1182,Aliens (1986),Action|Sci-Fi|Thriller|War
1201,1183,"Good, The Bad and The Ugly, The (1966)",Action|Western
1202,1184,Withnail and I (1987),Comedy
1203,1185,12 Angry Men (1957),Drama
1204,1186,Lawrence of Arabia (1962),Adventure|War
1205,1187,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
1206,1188,"Clockwork Orange, A (1971)",Sci-Fi
1207,1189,To Kill a Mockingbird (1962),Drama
1208,1190,Apocalypse Now (1979),Drama|War
1209,1191,Once Upon a Time in the West (1969),Western
1210,1192,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1211,1193,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1212,1194,"Third Man, The (1949)",Mystery|Thriller
1213,1195,GoodFellas (1990),Crime|Drama
1214,1196,Alien (1979),Action|Horror|Sci-Fi|Thriller
1215,1197,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1216,1198,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1217,1199,Ran (1985),Drama|War
1218,1200,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1219,1201,Psycho (1960),Horror|Thriller
1220,1202,"Blues Brothers, The (1980)",Action|Comedy|Musical
1221,1203,"Godfather: Part II, The (1974)",Action|Crime|Drama
1222,1204,Full Metal Jacket (1987),Action|Drama|War
1223,1205,"Grand Day Out, A (1992)",Animation|Comedy
1224,1206,Henry V (1989),Drama|War
1225,1207,Amadeus (1984),Drama
1226,1208,"Quiet Man, The (1952)",Comedy|Romance
1227,1209,Once Upon a Time in America (1984),Crime|Drama|Thriller
1228,1210,Raging Bull (1980),Drama
1230,1211,Annie Hall (1977),Comedy|Romance
1231,1212,"Right Stuff, The (1983)",Drama
1232,1213,Stalker (1979),Mystery|Sci-Fi
1233,1214,"Boat, The (Das Boot) (1981)",Action|Drama|War
1234,1215,"Sting, The (1973)",Comedy|Crime
1235,1216,Harold and Maude (1971),Comedy
1236,1217,Trust (1990),Comedy|Drama
1237,1218,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1238,1219,Local Hero (1983),Comedy
1240,1220,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1241,1221,Braindead (1992),Comedy|Horror
1242,1222,Glory (1989),Action|Drama|War
1243,1223,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,1224,Manhattan (1979),Comedy|Drama|Romance
1245,1225,Miller's Crossing (1990),Drama
1246,1226,Dead Poets Society (1989),Drama
1247,1227,"Graduate, The (1967)",Drama|Romance
1248,1228,Touch of Evil (1958),Crime|Film-Noir|Thriller
1249,1229,Nikita (La Femme Nikita) (1990),Thriller
1250,1230,"Bridge on the River Kwai, The (1957)",Drama|War
1251,1231,8 1/2 (1963),Drama
1252,1232,Chinatown (1974),Film-Noir|Mystery|Thriller
1253,1233,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1254,1234,"Treasure of the Sierra Madre, The (1948)",Adventure
1255,1235,Bad Taste (1987),Comedy|Horror
1256,1236,Duck Soup (1933),Comedy|War
1257,1237,Better Off Dead... (1985),Comedy
1258,1238,"Shining, The (1980)",Horror
1259,1239,Stand by Me (1986),Adventure|Comedy|Drama
1260,1240,M (1931),Crime|Film-Noir|Thriller
1261,1241,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1262,1242,"Great Escape, The (1963)",Adventure|War
1263,1243,"Deer Hunter, The (1978)",Drama|War
1264,1244,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1265,1245,Groundhog Day (1993),Comedy|Romance
1266,1246,Unforgiven (1992),Western
1267,1247,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1268,1248,Pump Up the Volume (1990),Drama
1269,1249,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,1250,Back to the Future (1985),Comedy|Sci-Fi
1271,1251,Fried Green Tomatoes (1991),Drama
1272,1252,Patton (1970),Drama|War
1273,1253,Down by Law (1986),Comedy|Drama
1274,1254,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
1275,1255,Highlander (1986),Action|Adventure
1276,1256,Cool Hand Luke (1967),Comedy|Drama
1277,1257,Cyrano de Bergerac (1990),Action|Drama|Romance
1278,1258,Young Frankenstein (1974),Comedy|Horror
1279,1259,Night on Earth (1991),Comedy|Drama
1280,1260,Raise the Red Lantern (1991),Drama
1281,1261,"Great Dictator, The (1940)",Comedy
1282,1262,Fantasia (1940),Animation|Children's|Musical
1283,1263,High Noon (1952),Western
1284,1264,"Big Sleep, The (1946)",Film-Noir|Mystery
1285,1265,Heathers (1989),Comedy
1286,1266,Somewhere in Time (1980),Drama|Romance
1287,1267,Ben-Hur (1959),Action|Adventure|Drama
1288,1268,This Is Spinal Tap (1984),Comedy|Drama|Musical
1289,1269,Koyaanisqatsi (1983),Documentary|War
1290,1270,Some Kind of Wonderful (1987),Drama|Romance
1291,1271,Indiana Jones and the Last Crusade (1989),Action|Adventure
1292,1272,Being There (1979),Comedy
1293,1273,Gandhi (1982),Drama
1294,1274,M*A*S*H (1970),Comedy|War
1295,1275,"Unbearable Lightness of Being, The (1988)",Drama
1296,1276,"Room with a View, A (1986)",Drama|Romance
1297,1277,Real Genius (1985),Comedy
1298,1278,Pink Floyd - The Wall (1982),Drama|Musical|War
1299,1279,"Killing Fields, The (1984)",Drama|War
1300,1280,My Life as a Dog (Mitt liv som hund) (1985),Drama
1301,1281,Forbidden Planet (1956),Sci-Fi
1302,1282,Field of Dreams (1989),Drama
1303,1283,"Man Who Would Be King, The (1975)",Adventure
1304,1284,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1305,1285,"Paris, Texas (1984)",Drama
1306,1286,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
1307,1287,When Harry Met Sally... (1989),Comedy|Romance
1308,1288,I Shot a Man in Vegas (1995),Comedy
1309,1289,Parallel Sons (1995),Drama|Romance
1310,1290,Hype! (1996),Documentary
1311,1291,Santa with Muscles (1996),Comedy
1312,1292,Female Perversions (1996),Drama
1313,1293,Mad Dog Time (1996),Crime
1314,1294,Breathing Room (1996),Romance
1315,1295,Paris Was a Woman (1995),Documentary
1316,1296,Anna (1996),Drama
1317,1297,I'm Not Rappaport (1996),Comedy
1318,1298,Blue Juice (1995),Comedy|Drama
1319,1299,Kids of Survival (1993),Documentary
1320,1300,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
1321,1301,"American Werewolf in London, An (1981)",Horror
1322,1302,Amityville 1992: It's About Time (1992),Horror
1323,1303,Amityville 3-D (1983),Horror
1324,1304,Amityville: Dollhouse (1996),Horror
1325,1305,Amityville: A New Generation (1993),Horror
1326,1306,Amityville II: The Possession (1982),Horror
1327,1307,"Amityville Horror, The (1979)",Horror
1328,1308,"Amityville Curse, The (1990)",Horror
1329,1309,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1330,1310,April Fool's Day (1986),Comedy|Horror
1331,1311,Audrey Rose (1977),Horror
1332,1312,"Believers, The (1987)",Horror|Thriller
1333,1313,"Birds, The (1963)",Horror
1334,1314,"Blob, The (1958)",Horror|Sci-Fi
1335,1315,Blood Beach (1981),Action|Horror
1336,1316,Body Parts (1991),Horror
1337,1317,"Body Snatcher, The (1945)",Horror
1339,1318,Bram Stoker's Dracula (1992),Horror|Romance
1340,1319,Bride of Frankenstein (1935),Horror
1341,1320,Burnt Offerings (1976),Horror
1342,1321,Candyman (1992),Horror
1343,1322,Cape Fear (1991),Thriller
1344,1323,Cape Fear (1962),Film-Noir|Thriller
1345,1324,Carrie (1976),Horror
1346,1325,Cat People (1982),Horror
1347,1326,"Nightmare on Elm Street, A (1984)",Horror
1348,1327,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1349,1328,Nosferatu a Venezia (1986),Horror
1350,1329,"Omen, The (1976)",Horror
1351,1330,Blood & Wine (1997),Drama
1352,1331,Albino Alligator (1996),Crime|Thriller
1353,1332,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1354,1333,Breaking the Waves (1996),Drama
1355,1334,Nightwatch (1997),Horror|Thriller
1356,1335,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
1357,1336,Shine (1996),Drama|Romance
1358,1337,Sling Blade (1996),Drama|Thriller
1359,1338,Jingle All the Way (1996),Adventure|Children's|Comedy
1360,1339,Identification of a Woman (Identificazione di una donna) (1982),Drama
1361,1340,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1362,1341,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1363,1342,"Preacher's Wife, The (1996)",Drama
1364,1343,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action
1365,1344,Ridicule (1996),Drama
1366,1345,"Crucible, The (1996)",Drama
1367,1346,101 Dalmatians (1996),Children's|Comedy
1368,1347,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama
1369,1348,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
1370,1349,Die Hard 2 (1990),Action|Thriller
1371,1350,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
1372,1351,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1373,1352,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1374,1353,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1375,1354,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1376,1355,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1377,1356,Batman Returns (1992),Action|Adventure|Comedy|Crime
1378,1357,Young Guns (1988),Action|Comedy|Western
1379,1358,Young Guns II (1990),Action|Comedy|Western
1380,1359,Grease (1978),Comedy|Musical|Romance
1381,1360,Grease 2 (1982),Comedy|Musical|Romance
1382,1361,Marked for Death (1990),Action|Drama
1383,1362,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
1384,1363,"Substance of Fire, The (1996)",Drama
1385,1364,Under Siege (1992),Action
1386,1365,Terror in a Texas Town (1958),Western
1387,1366,Jaws (1975),Action|Horror
1388,1367,Jaws 2 (1978),Action|Horror
1389,1368,Jaws 3-D (1983),Action|Horror
1390,1369,My Fellow Americans (1996),Comedy
1391,1370,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
1392,1371,Citizen Ruth (1996),Comedy|Drama
1393,1372,Jerry Maguire (1996),Drama|Romance
1394,1373,Raising Arizona (1987),Comedy
1395,1374,Tin Men (1987),Comedy|Drama
1396,1375,Sneakers (1992),Crime|Drama|Sci-Fi
1397,1376,Bastard Out of Carolina (1996),Drama
1398,1377,In Love and War (1996),Romance|War
1399,1378,Marvin's Room (1996),Drama
1400,1379,Somebody is Waiting (1996),Drama
1401,1380,Ghosts of Mississippi (1996),Drama
1404,1381,Night Falls on Manhattan (1997),Crime|Drama
1405,1382,Beavis and Butt-head Do America (1996),Animation|Comedy
1406,1383,"Cérémonie, La (1995)",Drama
1407,1384,Scream (1996),Horror|Thriller
1408,1385,"Last of the Mohicans, The (1992)",Action|Romance|War
1409,1386,Michael (1996),Comedy|Romance
1410,1387,"Evening Star, The (1996)",Comedy|Drama
1411,1388,Hamlet (1996),Drama
1412,1389,Some Mother's Son (1996),Drama
1413,1390,"Whole Wide World, The (1996)",Drama
1414,1391,Mother (1996),Comedy
1415,1392,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1416,1393,Evita (1996),Drama|Musical
1417,1394,"Portrait of a Lady, The (1996)",Drama
1419,1395,Walkabout (1971),Drama
1420,1396,Message to Love: The Isle of Wight Festival (1996),Documentary
1421,1397,Grateful Dead (1995),Documentary
1422,1398,Murder at 1600 (1997),Mystery|Thriller
1423,1399,Hearts and Minds (1996),Drama
1424,1400,Inside (1996),Action
1425,1401,Fierce Creatures (1997),Comedy
1426,1402,Zeus and Roxanne (1997),Children's
1427,1403,Turbulence (1997),Thriller
1428,1404,Angel Baby (1995),Drama
1429,1405,Jackie Chan's First Strike (1996),Action
1430,1406,Underworld (1997),Thriller
1431,1407,Beverly Hills Ninja (1997),Action|Comedy
1432,1408,Metro (1997),Action
1433,1409,"Machine, The (1994)",Comedy|Horror
1434,1410,"Stranger, The (1994)",Action
1436,1411,Falling in Love Again (1980),Comedy
1437,1412,"Cement Garden, The (1993)",Drama
1438,1413,Dante's Peak (1997),Action|Thriller
1439,1414,Meet Wally Sparks (1997),Comedy
1440,1415,Amos & Andrew (1993),Comedy
1441,1416,Benny & Joon (1993),Comedy|Romance
1442,1417,Prefontaine (1997),Drama
1443,1418,"Tickle in the Heart, A (1996)",Documentary
1444,1419,Guantanamera (1994),Comedy
1445,1420,McHale's Navy (1997),Comedy|War
1446,1421,Kolya (1996),Comedy
1447,1422,Gridlock'd (1997),Crime
1448,1423,Fire on the Mountain (1996),Documentary
1449,1424,Waiting for Guffman (1996),Comedy
1450,1425,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
1453,1426,"Beautician and the Beast, The (1997)",Comedy|Romance
1454,1427,SubUrbia (1997),Comedy
1455,1428,Hotel de Love (1996),Comedy|Romance
1456,1429,"Pest, The (1997)",Comedy
1457,1430,Fools Rush In (1997),Comedy|Romance
1458,1431,Touch (1997),Romance
1459,1432,Absolute Power (1997),Mystery|Thriller
1460,1433,That Darn Cat! (1997),Children's|Comedy|Mystery
1461,1434,Vegas Vacation (1997),Comedy
1462,1435,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
1463,1436,That Old Feeling (1997),Comedy|Romance
1464,1437,Lost Highway (1997),Mystery
1465,1438,Rosewood (1997),Drama
1466,1439,Donnie Brasco (1997),Crime|Drama
1467,1440,Salut cousin! (1996),Comedy|Drama
1468,1441,Booty Call (1997),Comedy|Romance
1470,1442,Rhyme & Reason (1997),Documentary
1471,1443,Boys Life 2 (1997),Drama
1472,1444,City of Industry (1997),Crime|Thriller
1473,1445,Best Men (1997),Action|Comedy|Crime|Drama
1474,1446,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
1475,1447,Kama Sutra: A Tale of Love (1996),Romance
1476,1448,Private Parts (1997),Comedy|Drama
1477,1449,Love Jones (1997),Romance
1479,1450,"Saint, The (1997)",Action|Romance|Thriller
1480,1451,Smilla's Sense of Snow (1997),Action|Drama|Thriller
1482,1452,"Van, The (1996)",Comedy|Drama
1483,1453,Crash (1996),Drama|Thriller
1484,1454,"Daytrippers, The (1996)",Mystery
1485,1455,Liar Liar (1997),Comedy
1486,1456,"Quiet Room, The (1996)",Drama
1487,1457,Selena (1997),Drama|Musical
1488,1458,"Devil's Own, The (1997)",Action|Drama|Thriller|War
1489,1459,Cats Don't Dance (1997),Animation|Children's|Musical
1490,1460,B*A*P*S (1997),Comedy
1493,1461,Love and Other Catastrophes (1996),Romance
1494,1462,"Sixth Man, The (1997)",Comedy
1495,1463,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
1496,1464,Anna Karenina (1997),Drama|Romance
1497,1465,Double Team (1997),Action
1498,1466,Inventing the Abbotts (1997),Drama|Romance
1499,1467,Anaconda (1997),Action|Adventure|Thriller
1500,1468,Grosse Pointe Blank (1997),Comedy|Crime
1501,1469,Keys to Tulsa (1997),Crime
1502,1470,Kissed (1996),Romance
1503,1471,8 Heads in a Duffel Bag (1997),Comedy
1504,1472,Hollow Reed (1996),Drama
1507,1473,Paradise Road (1997),Drama|War
1508,1474,Traveller (1997),Drama
1509,1475,All Over Me (1997),Drama
1510,1476,"Brother's Kiss, A (1997)",Drama
1511,1477,A Chef in Love (1996),Comedy
1513,1478,Romy and Michele's High School Reunion (1997),Comedy
1514,1479,Temptress Moon (Feng Yue) (1996),Romance
1515,1480,Volcano (1997),Drama|Thriller
1516,1481,Children of the Revolution (1996),Comedy
1517,1482,Austin Powers: International Man of Mystery (1997),Comedy
1518,1483,Breakdown (1997),Action|Thriller
1519,1484,Broken English (1996),Drama
1520,1485,Commandments (1997),Romance
1522,1486,Ripe (1996),Drama
1523,1487,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1524,1488,"Turning, The (1992)",Drama
1525,1489,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
1526,1490,Fathers' Day (1997),Comedy
1527,1491,"Fifth Element, The (1997)",Action|Sci-Fi
1528,1492,Intimate Relations (1996),Comedy
1529,1493,Nowhere (1997),Drama
1531,1494,Losing Chase (1996),Drama
1532,1495,Sprung (1997),Comedy
1533,1496,"Promise, The (La Promesse) (1996)",Drama
1534,1497,"Bonheur, Le (1965)",Drama
1535,1498,Love! Valour! Compassion! (1997),Drama|Romance
1537,1499,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1538,1500,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
1539,1501,Twin Town (1997),Comedy|Crime
1541,1502,Addicted to Love (1997),Comedy|Romance
1542,1503,Brassed Off (1996),Comedy|Drama|Romance
1543,1504,"Designated Mourner, The (1997)",Drama
1544,1505,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1545,1506,Ponette (1996),Drama
